,hotel,commentaire,note
1782,Ibis paris Gare de lyon diderot, réservé payé ligne donc lenregistrement vraiment rapide wifi gratuit performant chambre 3 très bien très propre confortable bonne douche aussi petit déjeuner rien incroyable bon personnel vraiment sympathique a minute seulement ligne 1 station cinq minutes pied gare lyon,0
1783,Ibis paris Gare de lyon diderot, jai passé nuit cours dun voyage daffaires paris bon choix seulement 3 minutes pied gar lyon gare juste être catefull connaître ibis hôtel car a trois hôtels ibis autour station chambre correcte connexion internet pure,0
1784,Ibis paris Gare de lyon diderot, mari là affaires principalement cause proximité gare lyon fille rejoint weekend facilement accessible depuis gare nord laéroport dorly chambre partagée rudimentaire compact suffisant besoins lits confortables chambre propre fille jaurais aimé plus grande svp serviettes celles fournies suffisantes peu temps passé limpression chambre peu chaud soir essayé douvrir fenêtre fait plutôt trop bruyant passé weekend visiter sites paris semblait être bonne base visites,1
1785,Ibis paris Gare de lyon diderot, lavantage cet hôtel cest proximité gare lyon station métro gare lyon particulier lorsque voulez visiter principaux monuments ville cependant cest décider si cela vaut peine payer peu plus cher comparé autres hôtels chaîne ville,0
1786,Ibis paris Gare de lyon diderot, très bien situé près gare tgv gare lyon donc facile prendre tgv quelques minutes station métro très bien situé transferts daéroport ainsi bon hôtel propre ordonnée bonne insonorisation chambres,0
1787,Ibis paris Gare de lyon diderot, jai trouvé lhôtel ibis gare lyon diderot très bien situé station métro plus proche située 500 mètres nombreuses lignes + rer gare train sud france chambres ni grande ni petite juste assez quelques nuits paris a beaucoup restaurants autour lhôtel ibis supermarchés afin dacheter snacks leau,0
1788,Ibis paris Gare de lyon diderot, bel hôtel proche gare lyon 5 minutes pied haut comprend nombreux restaurants cafés autour lhôtel propre wifi bon personnel très bien aussi jai apprécié séjour recommande tous,0
1789,Ibis paris Gare de lyon diderot, lemplacement fantastique arrivées départs gare lyon littéralement lautre côté rue face lentrée côté hall 2 chambres très petites propres calmes confortables hôtel transit a beaucoup restaurants magasins locaux proximité ainsi métro,0
1790,Ibis paris Gare de lyon diderot, parfait emplacement pratique gare lyon cet hôtel ibis standard juste assez bien séjour dune nuit salle bains très petite confortable lit double prend plupart lespace sol chambre ellemême personnel très sympathique serviable jai payé peu moins cher tarif normal donc cétait assez bon rapport qualitéprix prix annoncé semblent être peu raide oui sais cest paris semaine ici pourrait être cher,1
1791,Ibis paris Gare de lyon diderot, cet hôtel proche gare facile daccès pied toilettes chambre très petite mari a trouvé quil difficile douche chambre sinon confortable hôtel très propre chambre climatisation petit déjeuner bon aussi casiers soussol disponibles laisser valises si voulez rester plus tard après départ,0
1792,Ibis paris Gare de lyon diderot, jai envoyé mail lhôtel singapour façon melbourne demandant laccès chambre plus tôt a reçu réponse très rapide très obligeants dit si disponible alors oui pouvais quand arrivé chambre quils mont donné lun leurs meilleurs dernier étage balcon lit plus confortable jai dormi nimporte où lemplacement lhôtel courte distance pied gare lyon jai trouvé quelques très bons restaurants mini supermarchés jaurais aimé jétais plus dune nuit,0
1793,Ibis paris Gare de lyon diderot, ibis hôtel standard très luxueux propre petites chambres lorsque voyagez budget fonctionne bien lhôtel proche gare bons cafés autour lhabitude marcher toute journée visites paris jy retournerais fatigués environ 4 h sieste ensuite revenir pied voir tour eiffel nuit prendre croisière vaut mieux cet hôtel si voulez passer plus temps dehors lhôtel cela personnel serviable équipés casiers où gardé bagages dernier jour 2 euros pris train nuit bruxelles donc a économisé largent utilisant casier formalités départ tôt,0
1794,Ibis paris Gare de lyon diderot, grand plaisir séjourner ici septembre chambres lobby propres joliment décorées distance marche restaurants station train personnel très serviable itinéraires aidant trouver bagages égarés tout temps recherche après dautres clients nest lhôtel si besoin dextraordinaire a belle vue rue séjour commodité récompensé rencontre certains gens plus sympathiques paris,0
1795,Ibis paris Gare de lyon diderot, jai adoré très moderne chambre propre sommet lhôtel véranda vue sest rendu compte quils nont caféthé hôtels nest problème propre chaude confortable lit charmant leau salle excellent petitdéjeuner continental matinée beaucoup choix meilleur café crois depuis machine distributrice jaie jamais goûté fantastique seulement 100 mètres gare lyon paris négatif endroit bruyant animée nuit a réussi trouver sommeil si paris encore pourrait bien revenir surtout si savoir comment utiliser boules quies correctement si navez problème dormir besoin dêtre proche gare puis essayer,0
1796,Ibis paris Gare de lyon diderot, jai séjourné cet hôtel auparavant jai décidé dy revenir donné proximité gare lyon paris metro lhôtel ibis standard qualité arrangement si chambres peuvent sembler faibles étroit sinon chambres nettoyées tous jours tout fonctionnait comme prévu ami a problème clé chambre très vite remplacée deux fois personnel réception départ laissé bagages casiers rangement bas varient prix coûte entre 2 4 € fonction taille navons utilisé autres services lhôtel,0
1797,Ibis paris Gare de lyon diderot, très bon tarif réservation directe hôtels ibis ligne lavance emplacement pratique face gare train fermeture bons cafés paris attractions chambres propres confortables selon normes ibis habituels,0
1798,Ibis paris Gare de lyon diderot, lhôtel pratique rendre gare train personnel extrêmement sympathique chambre confortable propre recommande tous ceux recherchent bon rapport qualitéprix accès facile station train épicerie juste lextérieur lhôtel lentrée large choix restaurants pharmacie etc 2 minutes marche chambre dhôtel fonctionnel noubliez cest simple très propre présentable jy retournerais volontiers,1
1799,Ibis paris Gare de lyon diderot, cest bon hôtel situé quartier idéal 1 2 nuit séjour patrons accès direct gare train métro emmènera partout ville ligne 1 aligné toutes principales attractions centre,1
1800,Ibis paris Gare de lyon diderot, régulièrement séjourné hôtels ibis choisi cet hôtel emplacement proche gare savez faites ibis chambre propre calme wifi bonne cet hôtel manquait bar restaurant raisonnable peut être très utile si voulez aventurer petit bar menu plats commodité ni tenté a bons choix manger proximité si temps nest longue marche seine vue dame jardins botaniques petit déjeuner peu rudimentaire prix élevé raison situation retournerions si nécessaire,1
1801,Ibis paris Gare de lyon diderot, toutes années voyage nai jamais vu salle plus petite celle chambre cet hôtel lavabowc coin assez littéralement aussi petites salles jetliners commerciales daujourdhui donc petite quil littéralement aucun espace mettre titulaire wc papier niveau habituel lieu cela titulaire situé étagère située derrière wc 4pied niveau assez propos chasse arrivés 1100 h dit chambre nétait prête satisfaisants ranger bagages dû muscle bagages descendant escalier tournant soussol casiers louer 4 euros exactement clientèle sympathique chambre propre,1
1802,Ibis paris Gare de lyon diderot, cet hôtel bon choix ceux veulent être près gare lyon non seulement transit pratique pouvez prendre bus air france laéroport cdg proximité arrêt bus trop a beaucoup restaurants coin donc cest vraiment pratique chasser nourrir reposer bistros,0
1803,Ibis paris Gare de lyon diderot, collègues séjourné cet hôtel 4 nuits rendre lhôtel très facile laéroport cdg bus air france 17 lue façon situé juste sortant terminal 1 a déposé 3 pâtés maisons lhôtel gare lyon train région semblait assez sûr plein dendroits où dîner distance marche arrivés tôt dimanche matin pouvait lenregistrement lhôtel possède casiers soussol besoin louer bagages magasin petit déjeuner lhôtel nest mal cest vrai festin sommaire chambre na bouteille deau pouvez acheter leau hall 5 ue a marché quelques pâtés maisons lhôtel où pouvez,0
1804,Ibis paris Gare de lyon diderot, lhôtel 5 nuits cest très bon emplacement seulement deux minutes pied gare lion gare personnel très serviable chaleureux chambre peu petite très propre confortable,0
1805,Ibis paris Gare de lyon diderot, choisi cet hôtel car tgv davignon termine gare lyon arrivant jai surpris voir tarifs chambre publiés moins cher jai payé penser jai réservé plus dun mois lavance chambre quon a donnée très petite lit taille queen jai demandé chambre lits jumeaux cette journée entièrement réservé a promis changer chambre lendemain quils fait lors première journée dame réception très serviable très sympa petit déjeuner très simple tout froid sauf leau café chaud indiquent quils offrent repas chauds commandes courtes quand renseignés,1
1806,Ibis paris Gare de lyon diderot, tout bon chambres petit déjeuner si cest supplément bien situé personnel sympathique seuls points négatifs 1 laccès internet très lent alors obligés payer service haut débit 2 4 euros petite bouteille deau beaucoup trop,0
1807,Ibis paris Gare de lyon diderot, jai réservé cet hôtel ibis travers promotion 40 réduction donc prix chambre 57 euros nuit cette chambre ibis assez spacieuse rapport dautres ibis chambre grande toilettes lhôtel assez proche gare peut voir ibis rouges signe gare directement station métro seulement 1 minutes pied a petit supermarché 5 mètres lhôtel pharmacie face rue donc tout assez pratique si dois revenir paris prochaine fois jirai cet ibis encore,0
1808,Ibis paris Gare de lyon diderot, passé nuit raison laquelle jai choisi cétait proximité gare lyon où décollé cannes lhôtel 3 étoiles solides moins 5 minutes pied gare lentrée station métro rer trouve littéralement porte lhôtel cette station très pratique déplacer paris banlieue puisque cest linterconnexion lignes 4 5 checkin facile personnel parle peu langlais chambre propre claire étonnamment plus grande attendions suffisante stocker deux valises reposer salle bain aussi assez grande oui cest vrai quil ny pratiquement déquipements navons soccuper parce,1
1809,Ibis paris Gare de lyon diderot, si recherche dun endroit séjourner près gare lyon cest quil faut chambres propres wifi gratuit servent petit déjeuner correct nest bon endroit séjourner si voulez charme vieux monde si passons paris avant prendre train lendemain cest courte distance pied place bastille beaucoup dautres sites sons ville,0
1810,Ibis paris Gare de lyon diderot, super hôtel escale dune nuit si utilisant gare lyon chambre 5ème étage très propre tout mobilier bon état grande fenêtre toute chambre parcelle dangle belle vue personnel très sympa bon petitdéjeunerbon restaurant juste lautre côté route repas soir prix très raisonnables région beaucoup plus jolie gare nord,0
1811,Ibis paris Gare de lyon diderot, exactement cherchions hôtel paris proche gare lyon station métro a argent restaurants intimes cafés proximité accès wifi gratuit chambre chambre propre fonctionnel confortable,0
1812,Ibis paris Gare de lyon diderot, hôtel agréable très bien situé besoins personnel très agréable serviable petit déjeuner très bon servi très tôt journée ie 530 am très calme nuit donné cest route principale chambre salle bains peu létroit incroyablement propre ordonné très bien desservi retournerions sans hésitation,0
1813,Ibis paris Gare de lyon diderot, cest très proche gare lyon conséquent rend mouvement tout paris plus facile petit déjeuner bon personnel serviable aimable chambres également spacieuses propres réception très serviable leurs suggestions endroits où aller comment aller,0
1814,Ibis paris Gare de lyon diderot, très bien situé quelques gare lyon station métro seul bémol quil ny a rien chambre utilisés rendre hôtels standards frigo coffrefort aucun ensemble hygiène très respectée plus facile dire quil sèchecheveux gel bain prenant prix peut faire sans dautres choses,0
1815,Ibis paris Gare de lyon diderot, excellent emplacement gare lyon trouve également proximité bastille dautres endroits intéressants visiter lensemble femme très heureuxpour grande ville personnel lhôtel très serviable attentionné,0
1816,Ibis paris Gare de lyon diderot, donné grande chambre aussi grande fenêtre surprenant centre paris personnel très agréable très bien serviable wifi gratuit lemplacement super reviendrai ici prochaine fois,0
1817,Ibis paris Gare de lyon diderot, chambre minuscule minute salle bain tarif chambre élevé façon effrayante si exprimés euros mètre carré lit confortable léclairage beaucoup mieux dhabitude hôtel français jai pu lire confortablement lit toujours cas,1
1818,Ibis paris Gare de lyon diderot, cest vraiment hôtel propre confortable lemplacement lhôtel très bien situé côté station métro pouvez trouver beaucoup bons restaurants juste côté cet hôtel personnel vraiment très sympathique cest hôtel recommande cet hôtel absolument,0
1819,Ibis paris Gare de lyon diderot, comme tous ibis cest bon hôtel bon prix passer nuit ville chère comme paris cest parfait très bien situé prochaine fois jirai paris jespère passer nuits lhôtel ibis montmartre,1
1820,Ibis paris Gare de lyon diderot, rien spécial propos cet hôtel ibis cest démodé neuf cest environ 250 gare lyon pouvez accéder métro aussi proche 100 lhôtel personnel correct petit déjeuner correct standard ibis a quelques petits franprix loin 100 lhôtel boulangerie trop bien parce comme prix leau lhôtel si souviens bien presque 5 euros 1,0
1821,Ibis paris Gare de lyon diderot, très bien situé seulement quelques minutes pied gare lyon a beaucoup restaurants autour chambres petites propre calme a télévision satellite téléphone connexion wifi gratuite 24 heures seul point négatif réception nétaient vraiment sympa quand jai pris départ cest peine sils regardé tout tellement mécanicien départ plus jai petit problème tandis demander taxi réceptionniste juste oublié faire cela demandé daller gare lyon prendre taxi car aucun taxi disponible,1
1822,Ibis paris Gare de lyon diderot, pouvons dire quel point cet établissement merveilleux hôtel choix toutes visites futures chambres propres bien rangées personnel sympathique patients quand traitant parle très peu français devons admettre si pesait 20 livres plus naurions entrer salle bains cétait bien,0
1823,Ibis paris Gare de lyon diderot, lhôtel minute marche gare lyon donc très bien situé chambres lhôtel immense bonne taille paris très propres très calme bien si thé café disponible séjour très agréable être conscients réservation mardi si là weekend prochain si chambres disponible puis actualisés réservation avance également obtenir réduction,0
1824,Ibis paris Gare de lyon diderot, séjourné cet hôtel nuit avant prendre train tôt milan partir gare lyon petite chambre porte salle touché lit quand ouvert lit confortable bien compacte salle bains bien éclairée tout dont besoin parfait séjour dune nuit passant jirais ailleurs si visitez paris,1
1825,Ibis paris Gare de lyon diderot, femme deux amis jai séjourné lhôtel ibis nuit route royaumeuni nice tgv 3 minutes pied gare lyon trouve seulement 10 minutes rer depuis gare nord quartier entourant lhôtel relativement calme hôtel situé centreville assez agréable sentait sécurité courte promenade mènera banques seine cela peut ensuite mènent petite promenade 20 minutes dire notredame quartier latin cest hôtel ibis typiques sécurisé propre efficace confortable choisi petit déjeuner sous forme buffet continental plus suffisant personnel réception très agréable serviable,0
1826,Ibis paris Gare de lyon diderot, chambre simple très propre excellent rapport qualitéprix hôtel paris lhôtel situé juste côté lyon ligne 1 a permis déplacer vers attractions paris très facile si navez envie marcher longues distances recommande vraiment cet hôtel si voyagez budget,0
1827,Ibis paris Gare de lyon diderot, cet hôtel possède nombreuses attributs standard chaîne ibis personnel agréable toujours donc deux occasions retournerions cet hôtel possède nombreuses attributs standard chaîne ibis personnel agréable toujours donc deux occasions retournerions,0
1828,Ibis paris Gare de lyon diderot, mari séjourné cet hôtel lemplacement super moins 5 minutes gare lyon bus métro liens centre paris personnel sympathique serviable lhôtel bien entretenue propre décoration peu démodée prix payé cest bon rapport qualitéprix retournerons volontiers nest luxueux certainement sert but,1
1829,Ibis paris Gare de lyon diderot, cet hôtel parfaitement positionné gare lyon personnel très serviable belle chambre seule chose décevante cest labsence nourriture disponible soirée a plein restaurants autour sentais bien pouvait sortir pu acheter repas simple enfant tout reste lhôtel très bien,0
1830,Ibis paris Gare de lyon diderot, venant genève jai toujours arrivent gare lyon juste nuit 2 séjours jai tendance rester secteur gare lyon plus jai séjourné hôtels chaîne non bon marché maintenant quelques jours séjourner lun hôtels ibis ledrurollin saintantoine bastille stayehd diderot première fois fin mois doctobre petite chambre sans surprise aussi étrange forme raison situation triangle propre grand lit aucun problème tant navez expenct rien dextraordinaire gros avantage celuici doit être pfi plus proches g lyon 2ème jour laisser bagages casier 2 eur plus petite revenir,0
1831,Ibis paris Gare de lyon diderot, si cherchez quelque chose âme continuez chercher trouverez mieux ibis offre petites chambres standard dépourvu charme ni esprit prix corrects offrait comparé prix pratiqués paris cest bon côté cet hôtel emplacement 20 minutes mesurez paris 12e arrondissement a beaucoup offrir taxis métro côté centaines restaurants 15 minutes marche bastille bars 20 mn pied libis sûr propre bonne qualité bien quil peut deviez poser valise dessus lit si voulez louvrir plat car ny a tellement despace autour lit jaimais écochaleureuxscroogy abords gel douche shampoing échantillons bonne idée,1
1832,Ibis paris Gare de lyon diderot, petit hôtel propre chambres 2 300 mètres lentrée métro nest mal si navez bagages métro seulement 1 3 arrêts avant rer plupart sites touristiques majeurs si visites réceptionnistes mitigés nécessaire prendre cours charme dautres super petit déjeuner limité choix cependant cest hôtel moins cher plupart paris bien si voulez seulement escale recommanderais cet hôtel séjour longue durée,1
1833,Ibis paris Gare de lyon diderot, javais réservé nuit cet hôtel avant vol retour sydney arrivés lhôtel 14h 1130 daprès 7 heures voyage train milan réceptionniste a alors informés réservation annulée jai réservé lhôtel contiguës 4 semaines lavance raison laquelle annule chambre parce alors appelé carte bancaire ça na marché génie précipités annuler sans prendre peine appeler ni décrire email aunous curieusement a arrivée a appelé carte bancaire reviendrions sest bien passé après avoir parlé superviseur a réservé chambre lhôtel neuilly faites attention cet hôtel trouve lautre côté ville cette,1
1834,Ibis paris Gare de lyon diderot, passé nuit cet hôtel pause voyage pays galles provence train lemplacement idéal car 5 10 mn pied gare lyon lhôtel propre tout parfait état prenions petit déjeuner là pouvons donc faire commentaire sujet chambre très petite petite salle bain bonne douche puissante lensemble cest hôtel correct nuit luxueux nest,1
1835,Ibis paris Gare de lyon diderot, pense daccord fait cest plutôt fonctionnel hôtel vacances jai très agréablement surpris équipements vraie salle bath salle bains impeccablement propre télécommande ventilation meuble bon earplug sommeil léger pouvez accomoder plupart lieux seule chose a laissé peu décontenancés gros grondement profondeur nuit pourrait bien avoir lourdes troupiers paris horssaison semblait façon originale bouteilles comme route rush lameublement démo champselysées cest vraiment bon rapport qualitéprix endroit propre pratique meilleure ville monde si,0
1836,Ibis paris Gare de lyon diderot, peu près tout quil puisse dire libis diderot cest quil propre situé près station métro faut prévoir trois quatre rues gare lyon permet davoir bon bout si plus dun morceau bagages a arrivée réceptionniste peu avenants serviables tout découvert rencontré manager plus arrangeants chambre minescule sans entreposage approprié gant seul petit plastique dur où sasseoir salle bains minuscule drôle porte perd doigts entre porte limite intérieur mur si lon nétait très attention ouvre porte passé première semaine mois mai 2006 jour,1
1837,Ibis paris Gare de lyon diderot, très contents séjour super prix paris plus réduction vol air france chambre chambre dhôtel classique cétait très calme très propre lemplacement pratique aller restaurants station métro globalement cest bon hôtel aller nuit sommeil avant daller autre journée visiter lendroit,0
1838,ibis Paris Grands Boulevards Opera 9eme, réservé cet hôtel car allions spectacle grand rex tout d’abord l’hôtel idéalement situé quartier très animé première station métro pelletier moins 500 mètres grand rex tout proche ensuite parfaitement accueillis personnel dynamique très sympathique d’ailleurs surpris sécurité l’hôtel personne peut rentrer sans qu’une personne a l’accueil ouvre porte enchantés superbe décoration l’ambiance typique parisienne qu’offre disposition l’hôtel effet ascenseur tout petit comme immeubles parisiens a seulement 4 chambres étage rend l’hôtel très calme d’ailleurs,0
1839,ibis Paris Grands Boulevards Opera 9eme, lan dernier javais réservé cet hôtel comme séjour sétait bien passé jai nouveau réservé chambre bonne situation paris accueil sympathique nuits calmes petits déjeuners très convenables regrette,0
1840,ibis Paris Grands Boulevards Opera 9eme, petite remarque désobligeante client silver viens couple seule boisson offerte chambre estce lart commerce prend boisson achète seconde conjoint personnel très très accueillant literie parfaite sdb vieillotte baignoire douche très propre wifi nickel,0
1841,ibis Paris Grands Boulevards Opera 9eme, arrivée hôtel personne accueille expliquant a stylo donc doit retenir numéro chambre ok chambre spacieuse surtout très propre manque scrupuleusement étagères ranger affaires autant chambre salle bain sèche cheveux approprié cheveux longs peu épais devient vite bouillant personne occupe petit déjeuner très accueillante souriante ça fait énormément plaisir donc merci contre encore fois concerne personnel niveau sas entrée peu mieux faire concerne accueil souvent captivé ordinateur téléphone esquissent parfois bonjour tout temps,0
1842,ibis Paris Grands Boulevards Opera 9eme, voilà hôtel très bien situé paris quartier vivant mal restaurants autour chambres familiales spacieuses petits déjeuners très copieux personnel jeune dynamique fort sympathique font tout aider commande taxis bagagerie jusquau moment départ vraiment hôtel recommander,0
1843,ibis Paris Grands Boulevards Opera 9eme, belle surprise équipe réceptionnistes top dynamiques souriants toujours lécoute avenants autre agréable découverte taille chambre salle bains top souvent plein paris sattend espaces étriqués bien tout place propreté problème nuisances sonores côté chambre petitdéjeuner qualité madeleines chaudes gourmandes bel emplacement plein 9ème proche folies bergères musée grévin,0
1844,ibis Paris Grands Boulevards Opera 9eme, hôtel très bien placé propre agréable calme innovant niveau cadre laccueil personnel petits soins petit pont noir buffet petitdéjeuner gagnerait être plus varié plats chauds espace plus grand car vite saturé parfois lattente,0
1845,ibis Paris Grands Boulevards Opera 9eme, séjour agréable hôtel refait neuf propre accueillant chambre spacieuse double fenêtre ruepour isoler bruit seul point négatif chauffage beaucoup trop chaud partout l’hôtel facile corriger,0
1846,ibis Paris Grands Boulevards Opera 9eme, croirait vraiment hôtel ibis niveau bar espaces communs rénovation top niveau chambre là ça reste plus commun si lécran tv plus grand quà laccoutumée a faire sans hésitation,0
1847,ibis Paris Grands Boulevards Opera 9eme, venant province a chaque départ depuis cdg dormons cet hôtel où l’accueil toujours agréable chambres propres literie confortable bien desservi navette gratuite 5h30 matin,0
1848,ibis Paris Grands Boulevards Opera 9eme, très bon accueil lit relativement creusé chambre relativement spacieuse chambre trop chauffée odeur tabac etablissement bien sécurisé petit déjeuner bien fourni régulièrement achalandé rue calme,1
1849,ibis Paris Grands Boulevards Opera 9eme, bel hotel bien situé propre grande chambre calme literie confortable bouilloire peu cher paris centre ville tout prix beaucoup restaurant snack commerce alimentaire proximité a 20 metre métro peletier,0
1850,ibis Paris Grands Boulevards Opera 9eme, personnel hyper sympa bienveillant jai adoré lambiance bémol niveau chambres tailles correctes rénovation sols ménage plus soigneux plus autre avantage accord tarifaire parking montholon très bien situé reviendrai raison laccueil,0
1851,ibis Paris Grands Boulevards Opera 9eme, hôtel très agréable centre paris très bon accueil très bonne literie salle bain nickel seule remarque jhabite rue calme alors jai peu dérangé bruits rue pense javais doubles vitrages,0
1852,ibis Paris Grands Boulevards Opera 9eme, chambre propre calme personnel très sympathique lécoute prix très raisonnable secteur petit déjeuner très copieux café très bon recommande jy retournerai prochain séjour paris,0
1853,ibis Paris Grands Boulevards Opera 9eme, tarif payé n’était tarif réservé malgré interrogation croit payerais d’avance prochaine fois enfin si reviens pense aller ailleurs alors fidèle cet hotel,1
1854,ibis Paris Grands Boulevards Opera 9eme, etablissement bien situé paris permet laccès forum halles louvre montmartre pieds cool personnel daccueil ultra sympathique fait job chambres calmes coté cour demander lors réservation petit déjeuner très correct bon hôtel bien situé manger recommande mamie burger face personnel top,0
1855,ibis Paris Grands Boulevards Opera 9eme, récemment rénové style londonien très bon accueil chambre proprespacieuse calme bonne literie salle bain espace toujours cas départ tout aussi agréable aimable,0
1856,ibis Paris Grands Boulevards Opera 9eme, hôtel bien situé quartier animé parking trop loin rénovation notamment hall depuis dernière visite très réussie très bon accueil petit déjeuner copieux qualité,0
1857,ibis Paris Grands Boulevards Opera 9eme, hôtel très bien placé a 1520 min louvre pieds restaurants très proches quartier calme personnel agréable serviable très belle décoration petit dejeuner varié bon recommande sans problème,0
1858,ibis Paris Grands Boulevards Opera 9eme, très bien rénové personnel très sympathique reviendrai grand plaisir lhôtel très bien situé toutes commodités proximité idéal déplacement professionnel sortie famille chambre bien,0
1859,ibis Paris Grands Boulevards Opera 9eme, mauvaise expérience 2 chambres réservées type prix l’une ridiculement petite 6m2 contre 9m2 l’autre immédiatement signalé responsable met parole doute reviens photos l’appui reconnaît « problème » sans proposer résoudre n’est lendemain quand j’en parle autre responsable celleci donne nouvelle chambre dernière nuit séjour résultat séjour parti gâché habituée cet hôtel a bien changé n’envisage d’y retourner très déçue,1
1860,ibis Paris Grands Boulevards Opera 9eme, plafond trop bas personnes plus d1m80 simple tout douche nuit deux ça passe si nombre nuit supérieur vaut mieux avoir chambre plafond plus haut toutes chambres sontelles identiques niveau petitdéjeuner trop despaces différents dédiés nourriture nestil possible tout rassembler seul endroit dun côté croissant café lautre salade fruits yaourts résume reste rien dire literie top accueil sourire,0
1861,ibis Paris Grands Boulevards Opera 9eme, impossible dormir système ventilation exterieur ultra bruyant incessant horripilant dormez beaucoup décibels oreilles aménagé chambres combles réveillés voisins couchaient non définitivement passez chemin,1
1862,ibis Paris Grands Boulevards Opera 9eme, agreable sejour grace a equipe tres sympathique attentive a attentes bonne litterie bon petit dejeuner hotel bien situe calme quartier anime recommande cet etablissement reviendrai,0
1863,ibis Paris Grands Boulevards Opera 9eme, endroit calme convivial charmant romantique personnels accueillants souriants disponibles petit déjeuner hauteur choix diversifié très sécurisé nuit non nuisible eau chaud radiateur fonctionnel,0
1864,ibis Paris Grands Boulevards Opera 9eme, javais réservé 3 chambres tant client platinium carte accor resultat a présenté chambres 10 m2 dont lit 90 somme 204 euros trouve cela incorrect part lhotel plus laccueil netait rendezvous seul point positif lacceuil petit déjeuner,1
1865,ibis Paris Grands Boulevards Opera 9eme, nai jamais séjourné chambre aussi petite 514 sdb navait porte vu létroitesse couloir 1m80 compris douche toilettes quand matelas lit devriez changer a servir depuis mal temps boîte mouchoirs petite bouteille deau ni bouilloire cette chambre tarif club 185€ jaurai mieux fait daller chez confrères vais dailleurs éviter futurs séjours hôtels ibis style entre celui laéroport toulouse chbre rdc dû subir inondation sol pourri celui val fontenay chauffage panne petit radiateur portatif nuit celui ci pense réellement jopterai,1
1866,ibis Paris Grands Boulevards Opera 9eme, rien rafraichir chambre prestation moyenne regard prix réputation daccord prix élevé hôtel sans parking sans restaurant taille chambres décevante,1
1867,ibis Paris Grands Boulevards Opera 9eme, quartier réputé nombreux hôtels très demandés donc très chers celui ci fait exception règle reste selon meilleur rapport qualitéprix quartier regrette davoir pris cet hôtel car tendance dynamique sympathique donnant espace vivre propre bien tenu autant dire très bien situé petit déjeuner parfait cette catégorie dhôtel tripadvisor,0
1868,ibis Paris Grands Boulevards Opera 9eme, accueil disponibilité restructuration lhôtel très agréable situé quartier faubourg montmartre accès métro proximité plus confort emplacement idéal cœur paris visiter excellent rapport qualité prix,0
1869,ibis Paris Grands Boulevards Opera 9eme, trés bon emplacement quartier trés plaisant proximité station metro salles spectacles loin grands magasins restaurants théâtres partout personnel lhôtel sympa lecoute,0
1870,ibis Paris Grands Boulevards Opera 9eme, tout s’est bien passée lors séjour petitdéjeuner pourrait toutefois être amélioré décoration contemporaine réussie personnel très sympathique serviable l’emplacement vraiment pratique aller sites parisiens,0
1871,ibis Paris Grands Boulevards Opera 9eme, bon rapport qualité prix paris réception ambulante déroute peu sy fait lhôtel bien renove chambre très agréable petitdéjeuner bien sans plus personnel très professionnel,0
1872,ibis Paris Grands Boulevards Opera 9eme, très bonne situation géographique très pratique cest vrai point fort personnel sympathique petitdéjeuner standards malheureusement si chambre rénovée literie mauvaise tranquilité dépendra uniquement voisins taille chambre ben cétait vraiment petit rideau fermait complétement sûrement bientôt réparé bon cest dommage larrivée heures tardives prendre patience sonnette souvent panne,1
1873,ibis Paris Grands Boulevards Opera 9eme, cœur paris cet hôtel situé rue sens unique trop circulation accueillis directement car l’entrée n’est très grande accueillante checkin rapide car j’avais déjà fait nécessaire ligne donc top 👍🏻 déco originale chaleureuse chambre spacieuse 3 personnes ainsi salle d’eau douche italienne manquait juste poubelle chambre espace sous lit pouvoir ranger valise chaussures manque prises 2 chambre alors 3 literie top insonorisation très bonne petit déjeuner varié espace chaleureux convivial parking montholon 5 minutes pied comme tarif 25€ 24 heures service pratique car,0
1874,ibis Paris Grands Boulevards Opera 9eme, lhôtel bénéficie dune situation centrale trouve quartier animé merci toute léquipe accueil disponibilité retournerons plaisir lors dun prochain séjour paris,0
1875,ibis Paris Grands Boulevards Opera 9eme, hôtel bien situé très proche métro quartier suffisamment restaurants accès facile gare nord lest chambres bonne taille très propres salle bains accessible bonne taille également hotel design très sympa personnel aimable petit déjeuner choix buffet volonté recommande,0
1876,ibis Paris Grands Boulevards Opera 9eme, décor agréabletout propre accueillant petits espaces asseoir hall sympathiques salle petit déj très bien agencée choix estcomme toujourstrès variée personnel occuppe cette salle très attentif remet aussitôt vient manquerce cas tous ibis connais bcp ibis 1 meilleurs connaisse bravo personnelquelque rang fonction hôtel,0
1877,ibis Paris Grands Boulevards Opera 9eme, bon emplacement lhôtel quartier animé centre grds boulevard accueil très sympa jolies chambres bien insonorisées personnel jeune a lécoute a hauteur hôtel bien sécurisé petits déjeuners copieux cadre rénovéadresse a retenir,0
1878,ibis Paris Grands Boulevards Opera 9eme, séjour deux nuits cet hôtel octobre chambres propres calmes salle bains assez spacieuse paris centre bon rapport qualité prix recommande notamment voyage daffaires,0
1879,ibis Paris Grands Boulevards Opera 9eme, hôtel bien situé a complétement rénové salle petit déjeuner très jolie nouveau bar a installé chambre elles aussi rénovée propre bien insonorisées passé nuit côté rue nai rien entendu petitdéjeuner copieux contre prix peu élevé a réserver avance reviendrai sans hésiter,0
